"","entrez_id","gene","chromosome","gene_name","mouse_homologenes","ensembl_gene_id"
"2955",4008,"LMO7","13","LIM domain 7","Lmo7","ENSG00000136153"
"2956",4009,"LMX1A","1","LIM homeobox transcription factor 1, alpha","Lmx1a","ENSG00000162761"
"2957",4010,"LMX1B","9","LIM homeobox transcription factor 1, beta","Lmx1b","ENSG00000136944"
"2958",4012,"LNPEP","5","leucyl/cystinyl aminopeptidase","Lnpep","ENSG00000113441"
"2959",4013,"VWA5A","11","von Willebrand factor A domain containing 5A","Vwa5a","ENSG00000110002"
"2960",4014,"LOR","1","loricrin",NA,"ENSG00000203782"
"2961",4015,"LOX","5","lysyl oxidase","Lox","ENSG00000113083"
"2962",4016,"LOXL1","15","lysyl oxidase-like 1","Loxl1","ENSG00000129038"
"2963",4017,"LOXL2","8","lysyl oxidase-like 2","Loxl2","ENSG00000134013"
"2964",4018,"LPA","6","lipoprotein, Lp(a)",NA,"ENSG00000198670"
"2965",4023,"LPL","8","lipoprotein lipase","Lpl","ENSG00000175445"
"2966",4025,"LPO","17","lactoperoxidase","Lpo","ENSG00000167419"
"2967",4026,"LPP","3","LIM domain containing preferred translocation partner in lipoma","Lpp","ENSG00000145012"
"2968",4033,"LRMP","12","lymphoid-restricted membrane protein","Lrmp","ENSG00000118308"
"2969",4034,"LRCH4","7","leucine-rich repeats and calponin homology (CH) domain containing 4","Lrch4","ENSG00000077454"
"2970",4035,"LRP1","12","low density lipoprotein receptor-related protein 1","Lrp1","ENSG00000123384"
"2971",4036,"LRP2","2","low density lipoprotein receptor-related protein 2","Lrp2","ENSG00000081479"
"2972",4037,"LRP3","19","low density lipoprotein receptor-related protein 3","Lrp3","ENSG00000130881"
"2973",4038,"LRP4","11","low density lipoprotein receptor-related protein 4","Lrp4","ENSG00000134569"
"2974",4040,"LRP6","12","low density lipoprotein receptor-related protein 6","Lrp6","ENSG00000070018, ENSG00000281324"
"2975",4041,"LRP5","11","low density lipoprotein receptor-related protein 5","Lrp5","ENSG00000162337"
"2976",4043,"LRPAP1","4","low density lipoprotein receptor-related protein associated protein 1","Lrpap1","ENSG00000163956"
"2977",4045,"LSAMP","3","limbic system-associated membrane protein","Lsamp","ENSG00000185565"
"2978",4046,"LSP1","11","lymphocyte-specific protein 1","Lsp1","ENSG00000130592, ENSG00000288199"
"2979",4047,"LSS","21","lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)","Lss","ENSG00000281289, ENSG00000160285"
"2980",4048,"LTA4H","12","leukotriene A4 hydrolase","Lta4h","ENSG00000111144"
"2981",4049,"LTA","6","lymphotoxin alpha","Lta","ENSG00000238130, ENSG00000230279, ENSG00000226275, ENSG00000173503, ENSG00000226979, ENSG00000223919, ENSG00000231408"
"2982",4050,"LTB","6","lymphotoxin beta (TNF superfamily, member 3)","Ltb","ENSG00000204487, ENSG00000231314, ENSG00000238114, ENSG00000236237, ENSG00000206437, ENSG00000227507, ENSG00000236925, ENSG00000223448"
"2983",4051,"CYP4F3","19","cytochrome P450, family 4, subfamily F, polypeptide 3","Cyp4f13","ENSG00000186529"
"2984",4052,"LTBP1","2","latent transforming growth factor beta binding protein 1","Ltbp1","ENSG00000049323"
"2985",4053,"LTBP2","14","latent transforming growth factor beta binding protein 2","Ltbp2","ENSG00000119681"
"2986",4054,"LTBP3","11","latent transforming growth factor beta binding protein 3","Ltbp3","ENSG00000168056"
"2987",4055,"LTBR","12","lymphotoxin beta receptor (TNFR superfamily, member 3)","Ltbr","ENSG00000111321"
"2988",4056,"LTC4S","5","leukotriene C4 synthase","Ltc4s","ENSG00000213316, ENSG00000283887"
"2989",4057,"LTF","3","lactotransferrin","Ltf","ENSG00000012223"
"2990",4058,"LTK","15","leukocyte receptor tyrosine kinase","Ltk","ENSG00000062524"
"2991",4059,"BCAM","19","basal cell adhesion molecule (Lutheran blood group)","Bcam","ENSG00000187244"
"2992",4060,"LUM","12","lumican","Lum","ENSG00000139329"
"2993",4061,"LY6E","8","lymphocyte antigen 6 complex, locus E","Ly6e","ENSG00000278032, ENSG00000160932"
"2994",4062,"LY6H","8","lymphocyte antigen 6 complex, locus H","Ly6h","ENSG00000274488, ENSG00000176956"
"2995",4063,"LY9","1","lymphocyte antigen 9","Ly9","ENSG00000122224"
"2996",4064,"CD180","5","CD180 molecule","Cd180","ENSG00000134061"
"2997",4065,"LY75","2","lymphocyte antigen 75","Ly75","ENSG00000054219"
"2998",4066,"LYL1","19","lymphoblastic leukemia associated hematopoiesis regulator 1","Lyl1","ENSG00000104903"
"2999",4067,"LYN","8","LYN proto-oncogene, Src family tyrosine kinase","Lyn","ENSG00000254087"
"3000",4068,"SH2D1A","X","SH2 domain containing 1A","Sh2d1a","ENSG00000183918"
"3001",4069,"LYZ","12","lysozyme","Lyz1;Lyz2","ENSG00000090382"
"3002",4070,"TACSTD2","1","tumor-associated calcium signal transducer 2","Tacstd2","ENSG00000184292"
"3003",4071,"TM4SF1","3","transmembrane 4 L six family member 1","Tm4sf1","ENSG00000169908"
"3004",4072,"EPCAM","2","epithelial cell adhesion molecule","Epcam","ENSG00000119888"
"3005",4074,"M6PR","12","mannose-6-phosphate receptor (cation dependent)","M6pr","ENSG00000003056"
"3006",4076,"CAPRIN1","11","cell cycle associated protein 1","Caprin1","ENSG00000135387"
"3007",4077,"NBR1","17","neighbor of BRCA1 gene 1","Nbr1","ENSG00000188554"
"3008",4081,"MAB21L1","13","mab-21-like 1 (C. elegans)","Mab21l1","ENSG00000180660"
"3009",4082,"MARCKS","6","myristoylated alanine-rich protein kinase C substrate",NA,"ENSG00000277443"
"3010",4083,"MARCKSP1","21","myristoylated alanine-rich protein kinase C substrate pseudogene 1",NA,NA
"3011",4084,"MXD1","2","MAX dimerization protein 1","Mxd1","ENSG00000059728"
"3012",4085,"MAD2L1","4","MAD2 mitotic arrest deficient-like 1 (yeast)","Mad2l1","ENSG00000164109"
"3013",4086,"SMAD1","4","SMAD family member 1","Smad1","ENSG00000170365"
"3014",4087,"SMAD2","18","SMAD family member 2","Smad2","ENSG00000175387"
"3015",4088,"SMAD3","15","SMAD family member 3","Smad3","ENSG00000166949"
"3016",4089,"SMAD4","18","SMAD family member 4","Smad4","ENSG00000141646"
"3017",4090,"SMAD5","5","SMAD family member 5","Smad5","ENSG00000113658"
"3018",4091,"SMAD6","15","SMAD family member 6","Smad6","ENSG00000137834"
"3019",4092,"SMAD7","18","SMAD family member 7","Smad7","ENSG00000101665"
"3020",4093,"SMAD9","13","SMAD family member 9","Smad9","ENSG00000120693"
"3021",4094,"MAF","16","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog","Maf","ENSG00000178573"
"3022",4097,"MAFG","17","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog G","Mafg","ENSG00000197063"
"3023",4099,"MAG","19","myelin associated glycoprotein","Mag","ENSG00000105695"
"3024",4100,"MAGEA1","X","melanoma antigen family A1",NA,"ENSG00000198681"
"3025",4101,"MAGEA2","X","melanoma antigen family A2",NA,"ENSG00000268606"
"3026",4102,"MAGEA3","X","melanoma antigen family A3",NA,"ENSG00000221867"
"3027",4103,"MAGEA4","X","melanoma antigen family A4",NA,"ENSG00000147381"
"3028",4104,"MAGEA5","X","melanoma antigen family A5",NA,NA
"3029",4105,"MAGEA6","X","melanoma antigen family A6",NA,"ENSG00000197172"
"3030",4106,"MAGEA7P","X","melanoma antigen family A7, pseudogene",NA,NA
"3031",4107,"MAGEA8","X","melanoma antigen family A8",NA,"ENSG00000156009"
"3032",4108,"MAGEA9","X","melanoma antigen family A, 9",NA,"ENSG00000123584"
"3033",4109,"MAGEA10","X","melanoma antigen family A10","Magea10","ENSG00000124260"
"3034",4110,"MAGEA11","X","melanoma antigen family A11","Magea4","ENSG00000185247"
"3035",4111,"MAGEA12","X","melanoma antigen family A12",NA,"ENSG00000213401"
"3036",4112,"MAGEB1","X","melanoma antigen family B1","Mageb1;Mageb2;Mageb3","ENSG00000214107"
"3037",4113,"MAGEB2","X","melanoma antigen family B2","Mageb4","ENSG00000099399"
"3038",4114,"MAGEB3","X","melanoma antigen family B3",NA,"ENSG00000198798"
"3039",4115,"MAGEB4","X","melanoma antigen family B4",NA,"ENSG00000120289"
"3040",4116,"MAGOH","1","mago-nashi homolog, proliferation-associated (Drosophila)","Magoh","ENSG00000162385"
"3041",4117,"MAK","6","male germ cell-associated kinase","Mak","ENSG00000111837"
"3042",4118,"MAL","2","mal, T-cell differentiation protein","Mal","ENSG00000172005"
"3043",4121,"MAN1A1","6","mannosidase, alpha, class 1A, member 1","Man1a","ENSG00000111885"
"3044",4122,"MAN2A2","15","mannosidase, alpha, class 2A, member 2","Man2a2","ENSG00000196547"
"3045",4123,"MAN2C1","15","mannosidase, alpha, class 2C, member 1","Man2c1","ENSG00000140400"
"3046",4124,"MAN2A1","5","mannosidase, alpha, class 2A, member 1","Man2a1","ENSG00000112893"
"3047",4125,"MAN2B1","19","mannosidase, alpha, class 2B, member 1","Man2b1","ENSG00000104774"
"3048",4126,"MANBA","4","mannosidase, beta A, lysosomal","Manba","ENSG00000109323"
"3049",4128,"MAOA","X","monoamine oxidase A","Maoa","ENSG00000189221"
"3050",4129,"MAOB","X","monoamine oxidase B","Maob","ENSG00000069535"
"3051",4130,"MAP1A","15","microtubule-associated protein 1A","Map1a","ENSG00000166963"
"3052",4131,"MAP1B","5","microtubule-associated protein 1B","Map1b","ENSG00000131711"
"3053",4133,"MAP2","2","microtubule-associated protein 2","Map2","ENSG00000078018"
"3054",4134,"MAP4","3","microtubule-associated protein 4","Map4","ENSG00000047849"
"3055",4135,"MAP6","11","microtubule-associated protein 6","Map6","ENSG00000171533"
"3056",4137,"MAPT","17","microtubule-associated protein tau","Mapt","ENSG00000277956, ENSG00000276155, ENSG00000186868"
"3057",4139,"MARK1","1","MAP/microtubule affinity-regulating kinase 1","Mark1","ENSG00000116141"
"3058",4140,"MARK3","14","MAP/microtubule affinity-regulating kinase 3","Mark3","ENSG00000075413"
"3059",4141,"MARS","12","methionyl-tRNA synthetase","Mars","ENSG00000166986"
"3060",4142,"MAS1","6","MAS1 proto-oncogene, G protein-coupled receptor","Mas1","ENSG00000130368"
"3061",4143,"MAT1A","10","methionine adenosyltransferase I, alpha","Mat1a","ENSG00000151224"
"3062",4144,"MAT2A","2","methionine adenosyltransferase II, alpha","Mat2a","ENSG00000168906"
"3063",4145,"MATK","19","megakaryocyte-associated tyrosine kinase","Matk","ENSG00000007264"
"3064",4146,"MATN1","1","matrilin 1, cartilage matrix protein","Matn1","ENSG00000162510"
"3065",4147,"MATN2","8","matrilin 2","Matn2","ENSG00000132561"
"3066",4148,"MATN3","2","matrilin 3","Matn3","ENSG00000132031"
"3067",4149,"MAX","14","MYC associated factor X","Max","ENSG00000125952"
"3068",4150,"MAZ","16","MYC-associated zinc finger protein (purine-binding transcription factor)","Maz","ENSG00000103495"
"3069",4151,"MB","22","myoglobin","Mb","ENSG00000198125"
"3070",4152,"MBD1","18","methyl-CpG binding domain protein 1","Mbd1","ENSG00000141644"
"3071",4153,"MBL2","10","mannose-binding lectin (protein C) 2, soluble","Mbl2","ENSG00000165471"
"3072",4154,"MBNL1","3","muscleblind-like splicing regulator 1","Mbnl1","ENSG00000152601"
"3073",4155,"MBP","18","myelin basic protein","Mbp","ENSG00000197971"
"3074",4157,"MC1R","16","melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)","Mc1r","ENSG00000258839"
"3075",4158,"MC2R","18","melanocortin 2 receptor (adrenocorticotropic hormone)","Mc2r","ENSG00000185231"
"3076",4159,"MC3R","20","melanocortin 3 receptor","Mc3r","ENSG00000124089"
"3077",4160,"MC4R","18","melanocortin 4 receptor","Mc4r","ENSG00000166603"
"3078",4161,"MC5R","18","melanocortin 5 receptor","Mc5r","ENSG00000176136"
"3079",4162,"MCAM","11","melanoma cell adhesion molecule","Mcam","ENSG00000076706"
"3080",4163,"MCC","5","mutated in colorectal cancers","Mcc","ENSG00000171444"
"3081",4166,"CHST6","16","carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6","Chst5","ENSG00000183196"
"3082",4168,"MCF2","X","MCF.2 cell line derived transforming sequence","Mcf2","ENSG00000101977"
"3083",4170,"MCL1","1","myeloid cell leukemia 1","Mcl1","ENSG00000143384"
"3084",4171,"MCM2","3","minichromosome maintenance complex component 2","Mcm2","ENSG00000073111"
"3085",4172,"MCM3","6","minichromosome maintenance complex component 3","Mcm3","ENSG00000112118"
"3086",4173,"MCM4","8","minichromosome maintenance complex component 4","Mcm4","ENSG00000104738"
"3087",4174,"MCM5","22","minichromosome maintenance complex component 5","Mcm5","ENSG00000100297"
"3088",4175,"MCM6","2","minichromosome maintenance complex component 6","Mcm6","ENSG00000076003"
"3089",4176,"MCM7","7","minichromosome maintenance complex component 7","Mcm7","ENSG00000166508"
"3090",4179,"CD46","1","CD46 molecule, complement regulatory protein","Cd46","ENSG00000117335"
"3091",4182,"CD46P1","1","CD46 molecule, complement regulatory protein pseudogene 1",NA,NA
"3092",4184,"SMCP","1","sperm mitochondria-associated cysteine-rich protein",NA,"ENSG00000163206"
"3093",4185,"ADAM11","17","ADAM metallopeptidase domain 11","Adam11","ENSG00000073670"
"3094",4188,"MDFI","6","MyoD family inhibitor","Mdfi","ENSG00000112559"
"3095",4189,"DNAJB9","7","DnaJ (Hsp40) homolog, subfamily B, member 9","Dnajb9","ENSG00000128590"
"3096",4190,"MDH1","2","malate dehydrogenase 1, NAD (soluble)","Mdh1","ENSG00000014641"
"3097",4191,"MDH2","7","malate dehydrogenase 2, NAD (mitochondrial)","Mdh2","ENSG00000146701"
"3098",4192,"MDK","11","midkine (neurite growth-promoting factor 2)","Mdk","ENSG00000110492"
"3099",4193,"MDM2","12","MDM2 proto-oncogene, E3 ubiquitin protein ligase","Mdm2","ENSG00000135679"
"3100",4194,"MDM4","1","MDM4, p53 regulator","Mdm4","ENSG00000198625"
"3101",4199,"ME1","6","malic enzyme 1, NADP(+)-dependent, cytosolic","Me1","ENSG00000065833"
"3102",4200,"ME2","18","malic enzyme 2, NAD(+)-dependent, mitochondrial","Me2","ENSG00000082212"
"3103",4201,"MEA1","6","male-enhanced antigen 1","Mea1","ENSG00000124733"
"3104",4204,"MECP2","X","methyl CpG binding protein 2","Mecp2","ENSG00000169057"
"3105",4205,"MEF2A","15","myocyte enhancer factor 2A","Mef2a","ENSG00000068305"
"3106",4206,"MEF2AP1","1","myocyte enhancer factor 2A pseudogene 1",NA,NA
"3107",4207,"MEF2BNB-MEF2B","19","MEF2BNB-MEF2B readthrough",NA,"ENSG00000213999"
"3108",4208,"MEF2C","5","myocyte enhancer factor 2C","Mef2c","ENSG00000081189"
"3109",4209,"MEF2D","1","myocyte enhancer factor 2D","Mef2d","ENSG00000116604"
"3110",4210,"MEFV","16","Mediterranean fever","Mefv","ENSG00000103313"
"3111",4211,"MEIS1","2","Meis homeobox 1",NA,"ENSG00000143995"
"3112",4212,"MEIS2","15","Meis homeobox 2","Meis2","ENSG00000134138"
"3113",4213,"MEIS3P1","17","Meis homeobox 3 pseudogene 1",NA,NA
"3114",4214,"MAP3K1","5","mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase","Map3k1","ENSG00000095015"
"3115",4215,"MAP3K3","17","mitogen-activated protein kinase kinase kinase 3","Map3k3","ENSG00000198909"
"3116",4216,"MAP3K4","6","mitogen-activated protein kinase kinase kinase 4","Map3k4","ENSG00000085511"
"3117",4217,"MAP3K5","6","mitogen-activated protein kinase kinase kinase 5","Map3k5","ENSG00000197442"
"3118",4218,"RAB8A","19","RAB8A, member RAS oncogene family","Rab8a","ENSG00000167461"
"3119",4221,"MEN1","11","multiple endocrine neoplasia I","Men1","ENSG00000133895"
"3120",4222,"MEOX1","17","mesenchyme homeobox 1","Meox1","ENSG00000005102"
"3121",4223,"MEOX2","7","mesenchyme homeobox 2","Meox2","ENSG00000106511"
"3122",4224,"MEP1A","6","meprin A, alpha (PABA peptide hydrolase)","Mep1a","ENSG00000112818"
"3123",4225,"MEP1B","18","meprin A, beta","Mep1b","ENSG00000141434"
"3124",4232,"MEST","7","mesoderm specific transcript","Mest","ENSG00000106484"
"3125",4233,"MET","7","MET proto-oncogene, receptor tyrosine kinase","Met","ENSG00000105976"
"3126",4234,"METTL1","12","methyltransferase like 1","Mettl1","ENSG00000037897"
"3127",4236,"MFAP1","15","microfibrillar-associated protein 1","Mfap1a;Mfap1b","ENSG00000140259"
"3128",4237,"MFAP2","1","microfibrillar-associated protein 2","Mfap2","ENSG00000117122"
"3129",4238,"MFAP3","5","microfibrillar-associated protein 3","Mfap3","ENSG00000037749"
"3130",4239,"MFAP4","17","microfibrillar-associated protein 4","Mfap4","ENSG00000166482"
"3131",4240,"MFGE8","15","milk fat globule-EGF factor 8 protein","Mfge8","ENSG00000140545"
"3132",4241,"MFI2","3","antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5","Mfi2","ENSG00000163975"
"3133",4242,"MFNG","22","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","Mfng","ENSG00000100060"
"3134",4245,"MGAT1","5","mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase","Mgat1","ENSG00000131446"
"3135",4246,"SCGB2A1","11","secretoglobin, family 2A, member 1",NA,"ENSG00000124939"
"3136",4247,"MGAT2","14","mannosyl (alpha-1,6-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase","Mgat2","ENSG00000168282"
"3137",4248,"MGAT3","22","mannosyl (beta-1,4-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase","Mgat3","ENSG00000128268"
"3138",4249,"MGAT5","2","mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase","Mgat5","ENSG00000152127"
"3139",4250,"SCGB2A2","11","secretoglobin, family 2A, member 2",NA,"ENSG00000110484"
"3140",4253,"CTAGE5","14","CTAGE family, member 5","Ctage5","ENSG00000150527"
"3141",4254,"KITLG","12","KIT ligand","Kitl","ENSG00000049130"
"3142",4255,"MGMT","10","O-6-methylguanine-DNA methyltransferase","Mgmt","ENSG00000170430"
"3143",4256,"MGP","12","matrix Gla protein","Mgp","ENSG00000111341"
"3144",4257,"MGST1","12","microsomal glutathione S-transferase 1","Mgst1","ENSG00000008394"
"3145",4258,"MGST2","4","microsomal glutathione S-transferase 2","Mgst2","ENSG00000085871"
"3146",4259,"MGST3","1","microsomal glutathione S-transferase 3","Mgst3","ENSG00000143198"
"3147",4261,"CIITA","16","class II, major histocompatibility complex, transactivator","Ciita","ENSG00000179583"
"3148",4267,"CD99","X","CD99 molecule",NA,"ENSG00000002586"
"3149",4277,"MICB","6","MHC class I polypeptide-related sequence B","Mill2","ENSG00000234218, ENSG00000231179, ENSG00000238289, ENSG00000204516, ENSG00000206449, ENSG00000227772, ENSG00000224378, ENSG00000231372"
"3150",4279,"MICD","6","MHC class I polypeptide-related sequence D (pseudogene)",NA,NA
"3151",4280,"MICE","6","MHC class I polypeptide-related sequence E (pseudogene)",NA,NA
"3152",4281,"MID1","X","midline 1","Mid1","ENSG00000101871"
"3153",4282,"MIF","22","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","Mif","ENSG00000276701, ENSG00000240972"
"3154",4283,"CXCL9","4","chemokine (C-X-C motif) ligand 9",NA,"ENSG00000138755"
"3155",4284,"MIP","12","major intrinsic protein of lens fiber","Mip","ENSG00000135517"
"3156",4285,"MIPEP","13","mitochondrial intermediate peptidase","Mipep","ENSG00000027001"
"3157",4286,"MITF","3","microphthalmia-associated transcription factor","Mitf","ENSG00000187098"
"3158",4287,"ATXN3","14","ataxin 3","Atxn3","ENSG00000066427"
"3159",4288,"MKI67","10","marker of proliferation Ki-67","Mki67","ENSG00000148773"
"3160",4289,"MKLN1","7","muskelin 1, intracellular mediator containing kelch motifs","Mkln1","ENSG00000128585"
"3161",4291,"MLF1","3","myeloid leukemia factor 1","Mlf1","ENSG00000178053"
"3162",4292,"MLH1","3","mutL homolog 1","Mlh1","ENSG00000076242"
"3163",4293,"MAP3K9","14","mitogen-activated protein kinase kinase kinase 9","Map3k9","ENSG00000006432"
"3164",4294,"MAP3K10","19","mitogen-activated protein kinase kinase kinase 10","Map3k10","ENSG00000130758"
"3165",4295,"MLN","6","motilin",NA,"ENSG00000096395"
"3166",4296,"MAP3K11","11","mitogen-activated protein kinase kinase kinase 11","Map3k11","ENSG00000173327"
